,timestamp,open,high,low,close,volume
0,2024-01-19 09:00:00,414.75,414.75,414.75,415.65,4792.0
1,2024-01-19 09:01:00,415.65,415.53,415.53,415.53,2127.0
2,2024-01-19 09:02:00,415.68,415.64,415.64,415.7,1565.0
3,2024-01-19 09:03:00,415.7,415.65,415.65,415.65,1936.0
4,2024-01-19 09:04:00,415.7,415.66,415.66,415.66,840.0
5,2024-01-19 09:05:00,415.61,415.58,415.58,415.59,4176.0
6,2024-01-19 09:06:00,415.55,415.49,415.49,415.52,2072.0
7,2024-01-19 09:07:00,415.49,415.49,415.49,415.6,2436.0
8,2024-01-19 09:08:00,415.62,415.56,415.56,415.62,5414.0
9,2024-01-19 09:09:00,415.6,415.6,415.6,415.7,2611.0
10,2024-01-19 09:10:00,415.7,415.69,415.69,415.69,1171.0
11,2024-01-19 09:11:00,415.71,415.65,415.65,415.65,774.0
12,2024-01-19 09:12:00,415.66,415.62,415.62,415.62,1309.0
13,2024-01-19 09:13:00,415.62,415.62,415.62,415.98,2149.0
14,2024-01-19 09:14:00,415.98,415.98,415.98,416.04,1006.0
15,2024-01-19 09:15:00,416.15,416.15,416.15,416.2,3413.0
16,2024-01-19 09:16:00,416.11,416.11,416.11,416.15,816.0
17,2024-01-19 09:17:00,416.06,416.05,416.05,416.06,1571.0
18,2024-01-19 09:18:00,416.07,416.0,416.0,416.01,7429.0
19,2024-01-19 09:19:00,416.05,416.05,416.05,416.05,560.0
20,2024-01-19 09:20:00,416.0,416.0,416.0,416.1,2843.0
21,2024-01-19 09:21:00,416.1,416.1,416.1,416.13,3228.0
22,2024-01-19 09:22:00,416.15,416.15,416.15,416.22,5706.0
23,2024-01-19 09:23:00,416.19,416.19,416.19,416.22,358.0
24,2024-01-19 09:24:00,416.22,416.22,416.22,416.26,780.0
25,2024-01-19 09:25:00,416.21,416.18,416.18,416.21,3572.0
26,2024-01-19 09:26:00,416.21,416.2,416.2,416.2,837.0
27,2024-01-19 09:27:00,416.22,416.22,416.22,416.22,427.0
28,2024-01-19 09:28:00,416.19,416.19,416.19,416.3,1682.0
29,2024-01-19 09:29:00,416.25,416.25,416.25,416.25,624.0
30,2024-01-19 09:30:00,416.2,416.17,416.17,416.17,1044.0
31,2024-01-19 09:31:00,416.16,416.1,416.1,416.15,6035.0
32,2024-01-19 09:32:00,416.0,416.0,416.0,416.01,1496.0
