,timestamp,open,high,low,close,volume
0,2025-03-10 08:00:00,572.7,572.7,572.7,573.06,3096.0
1,2025-03-10 08:01:00,573.17,573.17,573.17,573.23,689.0
2,2025-03-10 08:03:00,572.67,572.56,572.56,572.56,559.0
3,2025-03-10 08:04:00,572.23,572.23,572.23,572.23,479.0
4,2025-03-10 08:05:00,572.13,571.88,571.88,571.88,1187.0
5,2025-03-10 08:06:00,572.01,572.01,572.01,572.09,738.0
6,2025-03-10 08:07:00,572.31,572.19,572.19,572.19,1013.0
7,2025-03-10 08:09:00,571.77,571.77,571.77,571.77,171.0
8,2025-03-10 08:10:00,571.84,571.84,571.84,571.89,3640.0
9,2025-03-10 08:11:00,571.67,571.67,571.67,571.67,367.0
10,2025-03-10 08:12:00,571.7,571.7,571.7,571.7,197.0
11,2025-03-10 08:13:00,572.09,571.84,571.84,571.84,649.0
12,2025-03-10 08:14:00,571.59,571.43,571.43,571.43,743.0
13,2025-03-10 08:15:00,571.63,571.54,571.54,571.54,307.0
14,2025-03-10 08:16:00,571.41,571.3,571.3,571.3,870.0
15,2025-03-10 08:17:00,570.99,570.99,570.99,570.99,781.0
16,2025-03-10 08:18:00,571.22,571.22,571.22,571.22,333.0
17,2025-03-10 08:19:00,571.09,571.09,571.09,571.25,602.0
18,2025-03-10 08:20:00,571.38,571.38,571.38,571.42,828.0
19,2025-03-10 08:21:00,571.58,571.54,571.54,571.62,822.0
20,2025-03-10 08:22:00,571.41,571.41,571.41,571.41,366.0
21,2025-03-10 08:23:00,571.34,571.0,571.0,571.22,14752.0
22,2025-03-10 08:24:00,571.42,571.42,571.42,571.42,227.0
23,2025-03-10 08:26:00,571.8,571.8,571.8,571.8,351.0
24,2025-03-10 08:27:00,571.66,571.66,571.66,571.66,193.0
25,2025-03-10 08:29:00,571.7,571.58,571.58,571.7,692.0
26,2025-03-10 08:30:00,571.19,571.15,571.15,571.15,513.0
27,2025-03-10 08:31:00,571.23,571.23,571.23,571.23,176.0
28,2025-03-10 08:33:00,571.13,570.99,570.99,571.02,1899.0
29,2025-03-10 08:34:00,571.08,571.08,571.08,571.08,420.0
30,2025-03-10 08:35:00,570.76,570.64,570.64,570.72,15984.0
31,2025-03-10 08:36:00,570.77,570.69,570.69,570.69,1342.0
32,2025-03-10 08:37:00,570.73,570.73,570.73,570.75,402.0
33,2025-03-10 08:38:00,570.59,570.59,570.59,570.59,1010.0
34,2025-03-10 08:39:00,570.55,570.55,570.55,570.7,2120.0
35,2025-03-10 08:40:00,570.67,570.66,570.66,571.0,1609.0
36,2025-03-10 08:42:00,570.65,570.5,570.5,570.5,2080.0
37,2025-03-10 08:43:00,570.28,570.05,570.05,570.15,1924.0
38,2025-03-10 08:44:00,570.08,570.0,570.0,570.05,2566.0
39,2025-03-10 08:45:00,570.1,569.55,569.55,569.96,8984.0
40,2025-03-10 08:46:00,569.83,569.67,569.67,569.68,5053.0
41,2025-03-10 08:47:00,570.02,570.02,570.02,570.02,852.0
42,2025-03-10 08:48:00,570.02,570.02,570.02,570.03,1151.0
43,2025-03-10 08:49:00,570.03,570.02,570.02,570.05,634.0
44,2025-03-10 08:50:00,569.93,569.93,569.93,570.29,561.0
45,2025-03-10 08:51:00,570.29,570.29,570.29,570.29,154.0
46,2025-03-10 08:52:00,569.99,569.85,569.85,569.85,653.0
47,2025-03-10 08:53:00,569.87,569.85,569.85,569.85,868.0
48,2025-03-10 08:54:00,569.7,569.5,569.5,569.5,1528.0
49,2025-03-10 08:55:00,569.46,568.83,568.83,568.94,6479.0
50,2025-03-10 08:56:00,568.98,568.92,568.92,568.92,785.0
51,2025-03-10 08:57:00,568.82,568.82,568.82,569.0,1501.0
52,2025-03-10 08:58:00,568.9,568.8,568.8,568.83,6145.0
53,2025-03-10 08:59:00,569.09,569.09,569.09,569.21,538.0
54,2025-03-10 09:00:00,568.92,568.75,568.75,568.83,1376.0
55,2025-03-10 09:01:00,569.0,569.0,569.0,569.35,1518.0
56,2025-03-10 09:02:00,569.36,569.34,569.34,569.34,2469.0
57,2025-03-10 09:03:00,569.5,569.3,569.3,569.3,2237.0
58,2025-03-10 09:04:00,569.28,569.21,569.21,569.21,524.0
59,2025-03-10 09:05:00,569.5,569.5,569.5,569.5,1934.0
60,2025-03-10 09:06:00,569.6,569.48,569.48,569.86,1417.0
61,2025-03-10 09:07:00,569.87,569.79,569.79,569.86,1859.0
62,2025-03-10 09:09:00,569.6,569.6,569.6,569.6,1242.0
63,2025-03-10 09:10:00,569.53,569.48,569.48,569.48,967.0
64,2025-03-10 09:11:00,569.35,569.35,569.35,569.35,589.0
65,2025-03-10 09:12:00,569.26,569.26,569.26,569.26,204.0
66,2025-03-10 09:13:00,568.99,568.99,568.99,568.99,1850.0
67,2025-03-10 09:14:00,569.12,569.12,569.12,569.12,414.0
68,2025-03-10 09:15:00,569.19,569.19,569.19,569.5,2038.0
69,2025-03-10 09:16:00,569.5,569.41,569.41,569.41,1420.0
70,2025-03-10 09:17:00,569.66,569.66,569.66,569.7,1148.0
71,2025-03-10 09:18:00,569.93,569.89,569.89,570.16,2329.0
72,2025-03-10 09:19:00,570.17,570.13,570.13,570.2,669.0
73,2025-03-10 09:20:00,570.04,570.04,570.04,570.04,425.0
74,2025-03-10 09:21:00,570.27,570.17,570.17,570.27,1363.0
75,2025-03-10 09:22:00,570.22,570.22,570.22,570.33,3025.0
76,2025-03-10 09:24:00,570.66,570.57,570.57,570.58,889.0
77,2025-03-10 09:25:00,570.61,570.61,570.61,570.61,383.0
78,2025-03-10 09:27:00,570.9,570.54,570.54,570.54,1167.0
79,2025-03-10 09:28:00,570.44,570.44,570.44,570.62,1510.0
80,2025-03-10 09:29:00,570.48,570.48,570.48,570.48,464.0
81,2025-03-10 09:30:00,570.57,570.56,570.56,570.56,374.0
82,2025-03-10 09:31:00,570.74,570.74,570.74,570.74,157.0
83,2025-03-10 09:32:00,570.74,570.74,570.74,570.74,191.0
84,2025-03-10 09:33:00,570.99,570.99,570.99,570.99,246.0
85,2025-03-10 09:34:00,571.0,570.82,570.82,570.82,2541.0
86,2025-03-10 09:36:00,570.88,570.88,570.88,570.88,551.0
87,2025-03-10 09:38:00,570.82,570.77,570.77,570.85,1467.0
88,2025-03-10 09:39:00,570.87,570.87,570.87,570.87,412.0
89,2025-03-10 09:40:00,571.0,571.0,571.0,571.0,483.0
90,2025-03-10 09:41:00,570.9,570.89,570.89,570.89,536.0
91,2025-03-10 09:42:00,571.03,571.03,571.03,571.03,474.0
92,2025-03-10 09:43:00,571.03,571.03,571.03,571.45,1597.0
93,2025-03-10 09:44:00,571.4,571.4,571.4,571.4,546.0
94,2025-03-10 09:45:00,571.29,571.24,571.24,571.24,1572.0
95,2025-03-10 09:46:00,571.3,571.3,571.3,571.3,216.0
96,2025-03-10 09:49:00,571.36,571.36,571.36,571.36,521.0
97,2025-03-10 09:50:00,571.38,571.35,571.35,571.38,1694.0
98,2025-03-10 09:52:00,571.21,571.0,571.0,571.05,3423.0
99,2025-03-10 09:54:00,570.54,570.21,570.21,570.21,847.0
100,2025-03-10 09:55:00,570.44,570.44,570.44,570.5,1107.0
101,2025-03-10 09:56:00,570.07,570.07,570.07,570.17,2798.0
102,2025-03-10 09:57:00,570.02,569.95,569.95,570.1,4023.0
103,2025-03-10 09:58:00,570.28,570.28,570.28,570.31,409.0
104,2025-03-10 09:59:00,570.3,570.3,570.3,570.33,1230.0
105,2025-03-10 10:00:00,570.5,570.5,570.5,570.5,1701.0
106,2025-03-10 10:01:00,570.85,570.7,570.7,570.7,668.0
107,2025-03-10 10:03:00,570.35,570.35,570.35,570.35,255.0
108,2025-03-10 10:04:00,570.52,570.49,570.49,570.58,2343.0
109,2025-03-10 10:06:00,570.35,570.35,570.35,570.35,336.0
110,2025-03-10 10:08:00,570.25,570.25,570.25,570.25,510.0
111,2025-03-10 10:09:00,570.45,569.99,569.99,569.99,28236.0
112,2025-03-10 10:10:00,570.0,570.0,570.0,570.17,1168.0
113,2025-03-10 10:11:00,570.1,570.08,570.08,570.08,433.0
114,2025-03-10 10:13:00,570.22,570.22,570.22,570.22,320.0
115,2025-03-10 10:15:00,570.16,570.16,570.16,570.16,547.0
116,2025-03-10 10:16:00,569.83,569.83,569.83,569.83,133.0
117,2025-03-10 10:17:00,570.01,569.91,569.91,570.05,3377.0
118,2025-03-10 10:19:00,570.06,569.97,569.97,569.97,663.0
119,2025-03-10 10:22:00,569.88,569.87,569.87,569.87,723.0
120,2025-03-10 10:23:00,569.77,569.64,569.64,569.64,1053.0
121,2025-03-10 10:24:00,569.68,569.68,569.68,569.68,812.0
122,2025-03-10 10:26:00,569.82,569.82,569.82,569.87,757.0
123,2025-03-10 10:27:00,569.88,569.88,569.88,570.11,1574.0
124,2025-03-10 10:29:00,569.99,569.99,569.99,569.99,244.0
125,2025-03-10 10:31:00,570.06,570.06,570.06,570.06,463.0
126,2025-03-10 10:33:00,570.1,570.1,570.1,570.1,983.0
127,2025-03-10 10:34:00,570.15,570.05,570.05,570.05,2233.0
128,2025-03-10 10:35:00,570.02,569.86,569.86,569.86,1000.0
129,2025-03-10 10:36:00,569.89,569.89,569.89,569.92,582.0
130,2025-03-10 10:37:00,570.0,570.0,570.0,570.0,443.0
131,2025-03-10 10:39:00,569.7,569.7,569.7,569.7,1276.0
132,2025-03-10 10:40:00,569.71,569.71,569.71,569.71,1059.0
133,2025-03-10 10:41:00,569.63,569.37,569.37,569.46,4943.0
134,2025-03-10 10:43:00,569.49,569.36,569.36,569.36,3752.0
135,2025-03-10 10:44:00,569.33,569.27,569.27,569.31,1464.0
136,2025-03-10 10:45:00,569.46,569.46,569.46,569.47,667.0
137,2025-03-10 10:46:00,569.56,569.24,569.24,569.3,4294.0
138,2025-03-10 10:47:00,569.52,569.4,569.4,569.41,1226.0
139,2025-03-10 10:48:00,569.38,569.34,569.34,569.34,313.0
140,2025-03-10 10:49:00,569.34,569.12,569.12,569.19,10767.0
141,2025-03-10 10:51:00,569.46,569.46,569.46,569.46,605.0
142,2025-03-10 10:52:00,569.69,569.69,569.69,569.79,550.0
143,2025-03-10 10:53:00,569.8,569.8,569.8,569.8,1892.0
144,2025-03-10 10:54:00,569.7,569.58,569.58,569.58,3282.0
145,2025-03-10 10:55:00,569.51,569.41,569.41,569.41,375.0
146,2025-03-10 10:56:00,569.49,569.38,569.38,569.38,1403.0
147,2025-03-10 10:57:00,569.62,569.45,569.45,569.45,1308.0
148,2025-03-10 10:58:00,569.41,569.4,569.4,569.4,5103.0
149,2025-03-10 10:59:00,569.35,569.27,569.27,569.3,4625.0
150,2025-03-10 11:00:00,569.36,569.36,569.36,569.78,3984.0
151,2025-03-10 11:01:00,569.93,569.7,569.7,569.79,16513.0
152,2025-03-10 11:02:00,569.88,569.88,569.88,570.06,5986.0
153,2025-03-10 11:03:00,570.07,569.97,569.97,570.06,1417.0
154,2025-03-10 11:04:00,570.0,569.0,569.0,569.09,18258.0
155,2025-03-10 11:05:00,568.9,568.82,568.82,569.29,3952.0
156,2025-03-10 11:06:00,569.45,569.44,569.44,569.56,2549.0
157,2025-03-10 11:07:00,569.76,569.76,569.76,569.76,639.0
158,2025-03-10 11:08:00,569.81,569.81,569.81,569.82,903.0
159,2025-03-10 11:09:00,569.72,569.72,569.72,569.8,967.0
160,2025-03-10 11:10:00,569.9,569.7,569.7,569.77,1685.0
161,2025-03-10 11:11:00,570.0,569.96,569.96,569.98,6197.0
162,2025-03-10 11:12:00,569.89,569.82,569.82,569.82,3411.0
163,2025-03-10 11:13:00,569.94,569.8,569.8,569.8,2617.0
164,2025-03-10 11:14:00,569.87,569.87,569.87,569.95,4880.0
165,2025-03-10 11:15:00,569.83,569.83,569.83,569.83,1004.0
166,2025-03-10 11:16:00,569.92,569.92,569.92,570.04,2577.0
